Date,Business Area,Region,Country,IT Sub Area,IT Area,Cost element name,Cost Element Group,Cost Element Sub Group,Actual
Nov,R&D,Europe,United Kingdom,Development,BU Support,Professional Services,Labor,External Labor,239.28
Nov,R&D,Europe,United Kingdom,Development,BU Support,Regular Salaries And Wages,Labor,Internal Labor,19262.38
Nov,R&D,Europe,United Kingdom,Development,BU Support,Retirement Plan Match,Labor,Internal Labor,2963.66
Nov,R&D,Europe,United Kingdom,Development,BU Support,Telephone,Other,Telecomm,285.93
Nov,R&D,Europe,United Kingdom,Development,BU Support,Training,Other,Training,1718.31
Nov,R&D,Europe,United Kingdom,Development,BU Support,Travel Expense,Other,Travel,3616.33
Nov,BU,USA,USA,R3,Functional,Fixed Assets,Depr & Amort,Depreciation,5805.28
Nov,BU,USA,USA,R3,Functional,M&E-Nondeductible,Other,Travel,-224.25
Nov,BU,USA,USA,R3,Functional,Materials,Other,Supplies,51.55
Nov,BU,USA,USA,R3,Functional,Office Services,Labor,External Labor,141.07
Nov,BU,USA,USA,R3,Functional,Outsourcing,Labor,External Labor,326879.48
Nov,BU,USA,USA,R3,Functional,Professional Services,Labor,External Labor,2324102.29
Nov,BU,USA,USA,R3,Functional,Property Taxes,Other,Taxes,294.93
Nov,BU,USA,USA,R3,Functional,Purchased Software,Hardware & Software,Software,141804.25
Nov,BU,USA,USA,R3,Functional,Recurring,Other,Other,41000
Nov,BU,USA,USA,R3,Functional,Software,Depr & Amort,Amortization,846378.31
Nov,BU,USA,USA,R3,Functional,Software Maintenance,Hardware & Software,Software Maintenance,479110.11
Nov,BU,USA,USA,R3,Functional,Training,Other,Training,1400
Nov,Distribution,Europe,Italy,Administration,Governance,Administrative Service,Shared Services,Outbound Allocations,-0.45
Nov,Distribution,Europe,Italy,Administration,Governance,Fixed Assets,Depr & Amort,Depreciation,0.14
Nov,Distribution,Europe,Italy,Administration,Governance,Indemnification and Separation Allowance,Other,Severance,163.05
Nov,Distribution,Europe,Italy,Administration,Governance,Payroll Taxes - Salaries,Labor,Internal Labor,84.97
Nov,Distribution,Europe,Italy,Administration,Governance,Regular Salaries And Wages,Labor,Internal Labor,263.43
Nov,Distribution,Europe,Italy,Administration,Governance,Software,Depr & Amort,Amortization,0.14
Nov,Distribution,Europe,Italy,Administration,Governance,Telecom Services,Other,Telecomm,88.67
Nov,Distribution,Europe,Italy,Administration,Governance,Telephone,Other,Telecomm,234.14
Nov,BU,Europe,Belgium,R3,Functional,Adjustments,Labor,Internal Labor,1274.48
Nov,BU,Europe,Belgium,R3,Functional,Bonuses,Labor,Internal Labor,1960.82
Nov,BU,Europe,Belgium,R3,Functional,Employee Wellness,Labor,Internal Labor,177.23
Nov,BU,Europe,Belgium,R3,Functional,Food Expense,Other,Other,178.64
Nov,BU,Europe,Belgium,R3,Functional,Insurance,Labor,Internal Labor,544.44
Nov,BU,Europe,Belgium,R3,Functional,Interest,Other,Vehicles,129.43
Nov,BU,Europe,Belgium,R3,Functional,Lease,Other,Vehicles,1088.45
Nov,BU,Europe,Belgium,R3,Functional,M&E-Nondeductible,Other,Travel,236.67
Nov,BU,Europe,Belgium,R3,Functional,Matching,Other,Other,-45.85
Nov,BU,Europe,Belgium,R3,Functional,Misc. Credits - 3,Other,Other,-53853.57
Nov,BU,Europe,Belgium,R3,Functional,Other ( - Tax ),Labor,Internal Labor,7.09
Nov,BU,Europe,Belgium,R3,Functional,Payroll Taxes - Salaries,Labor,Internal Labor,4411.61
Nov,BU,Europe,Belgium,R3,Functional,Regular Salaries And Wages,Labor,Internal Labor,11586.17
Nov,BU,Europe,Belgium,R3,Functional,Retirement Plan Match,Labor,Internal Labor,3797.96
Nov,BU,Europe,Belgium,R3,Functional,Salaries Deductions - Other,Other,Other,-17.72
Nov,BU,Europe,Belgium,R3,Functional,Salaries Deductions Car,Other,Vehicles,-220.54
Nov,BU,Europe,Belgium,R3,Functional,Telecom Services,Other,Telecomm,301.12
Nov,BU,Europe,Belgium,R3,Functional,Travel Expense,Other,Travel,503.47
Nov,BU,Europe,Belgium,R3,Functional,Travel Expense-Hotel,Other,Travel,1382.24
Nov,BU,Europe,Belgium,R3,Functional,Vacation,Labor,Internal Labor,2133.19
Nov,BU,Europe,Belgium,R3,Functional,Vehicle - Travel,Other,Travel,389.17
Nov,BU,Europe,Belgium,R3,Functional,Vehicle Fuel,Other,Vehicles,74.76
Nov,BU,Europe,Switzerland,Emerging,BU Support,Recurring,Other,Other,32599.55
Nov,BU,Europe,Switzerland,Emerging,BU Support,Telephone,Other,Telecomm,3.3
Nov,BU,Latin America,Mexico,Emerging,BU Support,Bonuses,Labor,Internal Labor,799.31
Nov,BU,Latin America,Mexico,Emerging,BU Support,Contractors,Labor,External Labor,-82530.57
Nov,BU,Latin America,Mexico,Emerging,BU Support,Contractors,Labor,External Labor,-31529.99
Nov,BU,Latin America,Mexico,Emerging,BU Support,Contractors,Labor,External Labor,451.58
Nov,BU,Latin America,Mexico,Emerging,BU Support,Contractors,Labor,External Labor,-9821.21
Nov,BU,Latin America,Mexico,Emerging,BU Support,Employee Benefits,Labor,Internal Labor,156.63
Nov,BU,Latin America,Mexico,Emerging,BU Support,Indemnification and Separation Allowance,Other,Severance,407.54
Nov,BU,Latin America,Mexico,Emerging,BU Support,Insurance,Labor,Internal Labor,139.33
Nov,BU,Latin America,Mexico,Emerging,BU Support,Other ( - Tax ),Labor,Internal Labor,195.23
Nov,BU,Latin America,Mexico,Emerging,BU Support,Other Bonuses,Labor,Internal Labor,160.61
Nov,BU,Latin America,Mexico,Emerging,BU Support,Other Miscellaneous Expense,Other,Other,3835.3
Nov,BU,Latin America,Mexico,Emerging,BU Support,Payroll Taxes - Extra,Labor,Internal Labor,73.1
Nov,BU,Latin America,Mexico,Emerging,BU Support,Payroll Taxes - Other,Labor,Internal Labor,145
Nov,BU,Latin America,Mexico,Emerging,BU Support,Payroll Taxes - Retirement,Labor,Internal Labor,71.58
Nov,BU,Latin America,Mexico,Emerging,BU Support,Payroll Taxes - Salaries,Labor,Internal Labor,319.41
Nov,BU,Latin America,Mexico,Emerging,BU Support,Professional Services,Labor,External Labor,82530.57
Nov,BU,Latin America,Mexico,Emerging,BU Support,Professional Services,Labor,External Labor,31530
Nov,BU,Latin America,Mexico,Emerging,BU Support,Regular Salaries And Wages,Labor,Internal Labor,2727.63
Nov,BU,Latin America,Mexico,Emerging,BU Support,Savings Plan,Labor,Internal Labor,121.39
Nov,BU,Latin America,Mexico,Emerging,BU Support,Telephone,Other,Telecomm,649.08
Nov,BU,Latin America,Mexico,Emerging,BU Support,Vacation,Labor,Internal Labor,20.07
Nov,BU,USA,USA,R5,Functional,Fixed Assets,Depr & Amort,Depreciation,406.47
Nov,BU,USA,USA,R5,Functional,Professional Services,Labor,External Labor,250497.53
Nov,BU,USA,USA,R5,Functional,Property Taxes,Other,Taxes,30.92
Nov,BU,USA,USA,R5,Functional,Purchased Software,Hardware & Software,Software,168.86
Nov,BU,USA,USA,R5,Functional,Purchased Software,Hardware & Software,Software,18.76
Nov,BU,USA,USA,R5,Functional,Software,Depr & Amort,Amortization,203494.35
Nov,BU,USA,USA,R5,Functional,Software Maintenance,Hardware & Software,Software Maintenance,122.43
Nov,BU,USA,USA,R5,Functional,Software Maintenance,Hardware & Software,Software Maintenance,13.6
Nov,BU,USA,USA,R5,Functional,Transportation - Air,Other,Other,1310.78
Nov,BU,USA,USA,R5,Functional,Transportation - Motor Freight,Other,Other,571.03
Nov,Infrastructure,Canada,Canada,Core Infrastructure,Infrastructure,Fixed Assets,Depr & Amort,Depreciation,16563.56
Nov,Infrastructure,Canada,Canada,Core Infrastructure,Infrastructure,Food Expense,Other,Other,75.03
Nov,Infrastructure,Canada,Canada,Core Infrastructure,Infrastructure,Materials,Other,Supplies,6733.27
Nov,Infrastructure,Canada,Canada,Core Infrastructure,Infrastructure,Non product,Hardware & Software,Hardware Maintenance,5814.05
Nov,Infrastructure,Canada,Canada,Core Infrastructure,Infrastructure,Other Miscellaneous Expense,Other,Other,32146.96
Nov,Infrastructure,Canada,Canada,Core Infrastructure,Infrastructure,Professional Services,Labor,External Labor,108387.09
Nov,Infrastructure,Canada,Canada,Core Infrastructure,Infrastructure,Purchased Software,Hardware & Software,Software,1562.05
Nov,Infrastructure,Canada,Canada,Core Infrastructure,Infrastructure,Telecommunication,Other,Telecomm,4246.98
Nov,Infrastructure,Canada,Canada,Core Infrastructure,Infrastructure,Telephone,Other,Telecomm,220.01
Nov,Infrastructure,Canada,Canada,Networking,Infrastructure,Fixed Assets,Depr & Amort,Depreciation,1092.19
Nov,Infrastructure,Canada,Canada,Networking,Infrastructure,Telephone,Other,Telecomm,10642.74
Nov,Infrastructure,Europe,Switzerland,Productivity,Infrastructure,Materials,Other,Supplies,318.39
Nov,Infrastructure,Europe,Switzerland,Productivity,Infrastructure,Office Services,Labor,External Labor,1706.09
Nov,Infrastructure,Europe,Switzerland,Productivity,Infrastructure,Recurring,Other,Other,12125
Nov,Infrastructure,Latin America,Mexico,Core Infrastructure,Infrastructure,Contractors,Labor,External Labor,177927.29
Nov,Infrastructure,USA,USA,Networking,Infrastructure,Outsourcing,Labor,External Labor,70543.25
Nov,Infrastructure,USA,USA,Networking,Infrastructure,Property Taxes,Other,Taxes,137.93
Nov,Infrastructure,USA,USA,Networking,Infrastructure,Telephone,Other,Telecomm,26171.62
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Bonuses,Labor,Internal Labor,15731.6
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Bonuses,Labor,Internal Labor,6559.98
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Computer Hardware,Hardware & Software,Hardware,514.48
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Fixed Assets,Depr & Amort,Depreciation,4102.45
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Individual Performance Recognition,Other,Employee Performance,961.85
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Individual Performance Recognition,Other,Employee Performance,50
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Insurance,Labor,Internal Labor,11077.32
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Insurance,Labor,Internal Labor,7382.01
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Materials,Other,Supplies,198.11
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Materials,Other,Supplies,34.68
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Outsourcing,Labor,External Labor,169227.28
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Outsourcing,Labor,External Labor,33202.66
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Payroll Taxes - Salaries,Labor,Internal Labor,10786.62
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Payroll Taxes - Salaries,Labor,Internal Labor,3861.61
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Professional Services,Labor,External Labor,126130
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Professional Services,Labor,External Labor,46555
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Property Taxes,Other,Taxes,615.53
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Property Taxes,Other,Taxes,55.12
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Purchased Software,Hardware & Software,Software,13256.97
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Regular Salaries And Wages,Labor,Internal Labor,114353
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Regular Salaries And Wages,Labor,Internal Labor,59308.54
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Retirement Medical,Labor,Internal Labor,10164.57
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Retirement Medical,Labor,Internal Labor,6776.38
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Retirement Plan Match,Labor,Internal Labor,12736.6
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Retirement Plan Match,Labor,Internal Labor,6449.2
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Safety,Other,Other,209.99
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Savings Plan,Labor,Internal Labor,6381.16
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Savings Plan,Labor,Internal Labor,3360.92
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Software,Depr & Amort,Amortization,1471656.67
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Software Maintenance,Hardware & Software,Software Maintenance,63044.75
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Telecom,Other,Telecomm,-4986.16
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Telecom,Other,Telecomm,222.98
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Training,Other,Training,396.9
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Transportation - Air,Other,Other,33.59
Nov,R&D,Europe,United Kingdom,Planning,BU Support,IT,Shared Services,Inbound Allocations,-27962.92
Nov,R&D,Europe,United Kingdom,Planning,BU Support,Telephone,Other,Telecomm,27941.32
Nov,R&D,Europe,United Kingdom,Planning,BU Support,Travel Expense,Other,Travel,21.6
Nov,R&D,Europe,United Kingdom,R&D,BU Support,Bonuses,Labor,Internal Labor,4655.69
Nov,R&D,Europe,United Kingdom,R&D,BU Support,Contractors,Labor,External Labor,9199.74
Nov,R&D,Europe,United Kingdom,R&D,BU Support,Customer Events,Other,Other,65.78
Nov,R&D,Europe,United Kingdom,R&D,BU Support,IT,Shared Services,Inbound Allocations,1394.27
Nov,R&D,Europe,United Kingdom,R&D,BU Support,Other Charges,Shared Services,Outbound Allocations,13804.98
Nov,R&D,Europe,United Kingdom,R&D,BU Support,Other Miscellaneous Expense,Other,Other,289.56
Nov,R&D,Europe,United Kingdom,R&D,BU Support,Payroll Taxes - Salaries,Labor,Internal Labor,7436.38
Nov,R&D,Europe,United Kingdom,R&D,BU Support,Professional Services,Labor,External Labor,16146
Nov,R&D,Europe,United Kingdom,R&D,BU Support,Regular Salaries And Wages,Labor,Internal Labor,41061.97
Nov,R&D,Europe,United Kingdom,R&D,BU Support,Relocation Expenses,Other,Moving,13481.91
Nov,R&D,Europe,United Kingdom,R&D,BU Support,Retirement Plan Match,Labor,Internal Labor,11503.27
Nov,R&D,Europe,United Kingdom,R&D,BU Support,Telephone,Other,Telecomm,657.06
Nov,R&D,Europe,United Kingdom,R&D,BU Support,Training,Other,Training,3641
Nov,R&D,Europe,United Kingdom,R&D,BU Support,Travel Expense,Other,Travel,2135.76
Nov,Services,Europe,Germany,Data Management,Enablement,Bonuses,Labor,Internal Labor,236.79
Nov,Services,Europe,Germany,Data Management,Enablement,Employee Benefits,Labor,Internal Labor,56.54
Nov,Services,Europe,Germany,Data Management,Enablement,Employee Wellness,Labor,Internal Labor,1928.43
Nov,Services,Europe,Germany,Data Management,Enablement,Insurance,Labor,Internal Labor,1655.85
Nov,Services,Europe,Germany,Data Management,Enablement,Other Bonuses,Labor,Internal Labor,715.99
Nov,Services,Europe,Germany,Data Management,Enablement,Regular Salaries And Wages,Labor,Internal Labor,7175.49
Nov,Services,Europe,Germany,Data Management,Enablement,Telephone,Other,Telecomm,-6877.22
Nov,Services,Europe,Germany,Data Management,Enablement,Vacation,Labor,Internal Labor,72.31
Nov,BU,Latin America,Mexico,Emerging,BU Support,Contractors,Labor,External Labor,99195.47
Nov,BU,USA,USA,R5,Functional,Fixed Assets,Depr & Amort,Depreciation,4167.92
Nov,BU,USA,USA,R5,Functional,Marketing Campaigns,Other,Other,1086.93
Nov,BU,USA,USA,R5,Functional,Materials,Other,Supplies,234.1
Nov,BU,USA,USA,R5,Functional,Outsourcing,Labor,External Labor,-8345.84
Nov,BU,USA,USA,R5,Functional,Professional Services,Labor,External Labor,-9801.36
Nov,BU,USA,USA,R5,Functional,Property Taxes,Other,Taxes,1210.78
Nov,BU,USA,USA,R5,Functional,Purchased Software,Hardware & Software,Software,75.05
Nov,BU,USA,USA,R5,Functional,Software,Depr & Amort,Amortization,68694.49
Nov,BU,USA,USA,R5,Functional,Software Maintenance,Hardware & Software,Software Maintenance,54.41
Nov,Infrastructure,Europe,France,Productivity,Infrastructure,Employee Benefits,Labor,Internal Labor,-9057.73
Nov,Infrastructure,Europe,France,Productivity,Infrastructure,Payroll Taxes - Extra,Labor,Internal Labor,-108.47
Nov,Infrastructure,Europe,France,Productivity,Infrastructure,Regular Salaries And Wages,Labor,Internal Labor,832.21
Nov,Infrastructure,USA,USA,Core Infrastructure,Infrastructure,Adjustments,Shared Services,Outbound Allocations,-15153000
Nov,Infrastructure,USA,USA,Networking,Infrastructure,Network Equipment Rental,Hardware & Software,Hardware,2837.99
Nov,Infrastructure,USA,USA,Networking,Infrastructure,Professional Services,Labor,External Labor,6045
Nov,Infrastructure,USA,USA,Networking,Infrastructure,Telecom,Other,Telecomm,-199803.44
Nov,Infrastructure,USA,USA,Networking,Infrastructure,Telephone,Other,Telecomm,653119.52
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Bonuses,Labor,Internal Labor,11965.76
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Bonuses,Labor,Internal Labor,5016.18
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Computer Hardware,Hardware & Software,Hardware,160.17
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Individual Performance Recognition,Other,Employee Performance,1327.75
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Individual Performance Recognition,Other,Employee Performance,235.31
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Insurance,Labor,Internal Labor,8339.19
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Insurance,Labor,Internal Labor,3691
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,M&E-Nondeductible,Other,Travel,247.86
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Materials,Other,Supplies,72.8
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Outsourcing,Labor,External Labor,35
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Payroll Taxes - Salaries,Labor,Internal Labor,8642.48
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Payroll Taxes - Salaries,Labor,Internal Labor,10979.3
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Professional Services,Labor,External Labor,7004
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Property Taxes,Other,Taxes,433.43
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Purchased Software,Hardware & Software,Software,93.81
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Purchased Software,Hardware & Software,Software,162.06
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Regular Salaries And Wages,Labor,Internal Labor,91059.2
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Regular Salaries And Wages,Labor,Internal Labor,38062.16
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Retirement Medical,Labor,Internal Labor,7623.43
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Retirement Medical,Labor,Internal Labor,3388.19
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Retirement Plan Match,Labor,Internal Labor,10087.19
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Retirement Plan Match,Labor,Internal Labor,4217.81
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Savings Plan,Labor,Internal Labor,5128.16
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Savings Plan,Labor,Internal Labor,2253.38
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Software Maintenance,Hardware & Software,Software Maintenance,49107.2
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Software Maintenance,Hardware & Software,Software Maintenance,95.22
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Subscriptions,Other,Other,17.21
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Telecom,Other,Telecomm,-1236.48
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Telecom,Other,Telecomm,758.07
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Training,Other,Training,175
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Training,Other,Training,805
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Travel Expense,Other,Travel,1284.95
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Travel Expense,Other,Travel,512.07
Nov,Office & Administrative,Latin America,Brazil,R2,Functional,Fixed Assets,Depr & Amort,Depreciation,2127.7
Nov,Office & Administrative,USA,USA,R2,Functional,Fixed Assets,Depr & Amort,Depreciation,415.61
Nov,Office & Administrative,USA,USA,R2,Functional,Individual Performance Recognition,Other,Employee Performance,31.6
Nov,Office & Administrative,USA,USA,R2,Functional,License Fees,Other,Other,11010.5
Nov,Office & Administrative,USA,USA,R2,Functional,Payroll Taxes - Salaries,Labor,Internal Labor,3099.19
Nov,Office & Administrative,USA,USA,R2,Functional,Professional Services,Labor,External Labor,125686.04
Nov,Office & Administrative,USA,USA,R2,Functional,Property Taxes,Other,Taxes,18.36
Nov,Office & Administrative,USA,USA,R2,Functional,Purchased Software,Hardware & Software,Software,131.34
Nov,Office & Administrative,USA,USA,R2,Functional,Servers Rental,Hardware & Software,Hardware,2839
Nov,Office & Administrative,USA,USA,R2,Functional,Software,Depr & Amort,Amortization,1824321.82
Nov,Office & Administrative,USA,USA,R2,Functional,Software Maintenance,Hardware & Software,Software Maintenance,95.22
Nov,Office & Administrative,USA,USA,R2,Functional,Telecom,Other,Telecomm,65.33
Nov,Services,USA,USA,Portals,Enablement,Bonuses,Labor,Internal Labor,18926.5
Nov,Services,USA,USA,Portals,Enablement,Conferences,Other,Training,66
Nov,Services,USA,USA,Portals,Enablement,Food Charges,Other,Other,122.24
Nov,Services,USA,USA,Portals,Enablement,Individual Performance Recognition,Other,Employee Performance,1915
Nov,Services,USA,USA,Portals,Enablement,Insurance,Labor,Internal Labor,13848.86
Nov,Services,USA,USA,Portals,Enablement,M&E-Nondeductible,Other,Travel,587.58
Nov,Services,USA,USA,Portals,Enablement,Payroll Taxes - Salaries,Labor,Internal Labor,6032.39
Nov,Services,USA,USA,Portals,Enablement,Professional Services,Labor,External Labor,56976
Nov,Services,USA,USA,Portals,Enablement,Purchased Software,Hardware & Software,Software,48090.41
Nov,Services,USA,USA,Portals,Enablement,Regular Salaries And Wages,Labor,Internal Labor,136603.6
Nov,Services,USA,USA,Portals,Enablement,Retirement Medical,Labor,Internal Labor,12705.71
Nov,Services,USA,USA,Portals,Enablement,Retirement Plan Match,Labor,Internal Labor,15227.98
Nov,Services,USA,USA,Portals,Enablement,Savings Plan,Labor,Internal Labor,7922.82
Nov,Services,USA,USA,Portals,Enablement,Software Maintenance,Hardware & Software,Software Maintenance,54.41
Nov,Services,USA,USA,Portals,Enablement,Telecom,Other,Telecomm,1013.12
Nov,Services,USA,USA,Portals,Enablement,Training,Other,Training,474.57
Nov,Services,USA,USA,Portals,Enablement,Travel Expense,Other,Travel,2231.48
Nov,BU,Europe,Italy,Distribution,BU Support,Administrative Service,Shared Services,Outbound Allocations,-0.45
Nov,BU,Europe,Italy,Distribution,BU Support,Fixed Assets,Depr & Amort,Depreciation,0.14
Nov,BU,Europe,Italy,Distribution,BU Support,Software,Depr & Amort,Amortization,0.14
Nov,BU,Europe,Italy,Distribution,BU Support,Telecom Services,Other,Telecomm,88.67
Nov,BU,Europe,Italy,Distribution,BU Support,Telephone,Other,Telecomm,234.14
Nov,Infrastructure,USA,USA,Networking,Infrastructure,Fixed Assets,Depr & Amort,Depreciation,391.18
Nov,Infrastructure,USA,USA,Networking,Infrastructure,Professional Services,Labor,External Labor,100639.99
Nov,Infrastructure,USA,USA,Networking,Infrastructure,Property Taxes,Other,Taxes,32.79
Nov,Infrastructure,USA,USA,Networking,Infrastructure,Telecom,Other,Telecomm,725725.32
Nov,Infrastructure,USA,USA,Networking,Infrastructure,Telephone,Other,Telecomm,335996.18
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Bonuses,Labor,Internal Labor,13448.72
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Clerical Materials,Other,Supplies,6
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Fixed Assets,Depr & Amort,Depreciation,8217.67
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Individual Performance Recognition,Other,Employee Performance,3279.24
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Insurance,Labor,Internal Labor,11073
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Outsourcing,Labor,External Labor,9640
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Payroll Taxes - Salaries,Labor,Internal Labor,7265.36
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Professional Services,Labor,External Labor,56362.66
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Property Taxes,Other,Taxes,1139.15
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Purchased Software,Hardware & Software,Software,620.27
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Regular Salaries And Wages,Labor,Internal Labor,102542.48
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Retirement Medical,Labor,Internal Labor,10164.57
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Retirement Plan Match,Labor,Internal Labor,11356.72
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Safety,Other,Other,3.92
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Savings Plan,Labor,Internal Labor,5579.04
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Software,Depr & Amort,Amortization,6122.21
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Software Maintenance,Hardware & Software,Software Maintenance,149.63
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Telecom,Other,Telecomm,13.38
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Training,Other,Training,2000
Nov,Manufacturing,USA,USA,Manufacturing,BU Support,Travel Expense,Other,Travel,5030
Nov,R&D,Europe,United Kingdom,R&D,BU Support,Fixed Assets,Depr & Amort,Depreciation,3176.45
Nov,R&D,Europe,United Kingdom,R&D,BU Support,IT,Shared Services,Inbound Allocations,117.35
Nov,R&D,Europe,United Kingdom,R&D,BU Support,Lease,Other,Vehicles,2.83
Nov,R&D,Europe,United Kingdom,R&D,BU Support,Other Charges,Shared Services,Outbound Allocations,2070.75
Nov,R&D,Europe,United Kingdom,R&D,BU Support,Professional Services,Labor,External Labor,38149.46
Nov,R&D,Europe,United Kingdom,R&D,BU Support,Project Expense,Other,Project Expenses,1397.1
Nov,R&D,Europe,United Kingdom,R&D,BU Support,Regular Salaries And Wages,Labor,Internal Labor,13885.56
Nov,R&D,Europe,United Kingdom,R&D,BU Support,Retirement Plan Match,Labor,Internal Labor,1947.63
Nov,R&D,Europe,United Kingdom,R&D,BU Support,Software Maintenance,Hardware & Software,Software Maintenance,37085.34
Nov,BU,Africa & Asia,Turkey,Emerging,BU Support,Fixed Assets,Depr & Amort,Depreciation,242.68
Nov,BU,Africa & Asia,Turkey,Emerging,BU Support,Materials,Other,Supplies,416.94
Nov,BU,Africa & Asia,Turkey,Emerging,BU Support,Telecom Services,Other,Telecomm,51.08
Nov,BU,Africa & Asia,Turkey,Emerging,BU Support,Telephone,Other,Telecomm,403.66
Nov,BU,Europe,Hungary,R1,Functional,BUE,Shared Services,Inbound Allocations,8174.6
Nov,BU,Europe,Hungary,R1,Functional,Fringe Benefits Tax,Labor,Internal Labor,7.03
Nov,BU,Europe,Hungary,R1,Functional,Insurance,Other,Vehicles,11.68
Nov,BU,Europe,Hungary,R1,Functional,Telecom Services,Other,Telecomm,36.97
Nov,BU,Europe,Hungary,R1,Functional,Telephone,Other,Telecomm,97.96
Nov,BU,Europe,Spain,R1,Functional,Other Miscellaneous Expense,Other,Other,6.52
